Артикул,Пристрій,Клас,К-ть пропозицій,Найкраща ціна $,Постачальник,Всі пропозиції
U.009.000-010,Apple IPhone 13 Pro,АКБ з калібруванням,5,13.17,ocapro,13.17$ ocapro (Опт — Акумулятор iPhone 13 PRO ORIG 3410 mAh) | 14.1$ ocapro (Роздріб — Акумулятор iPhone 13 PRO ORIG 3410 mAh) | 15.86$ ocapro (Опт — Акумулятор iPhone 13 PRO ORIG IOS 18/26 без помилки 3410 mAh) | 16.93$ ocapro (Роздріб — Акумулятор iPhone 13 PRO ORIG IOS 18/26 без помилки 3410 mAh) | 33.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-078,Apple IPhone 13 Pro,АКБ з калібруванням,5,13.17,ocapro,13.17$ ocapro (Опт — Акумулятор iPhone 13 PRO ORIG 3410 mAh) | 14.1$ ocapro (Роздріб — Акумулятор iPhone 13 PRO ORIG 3410 mAh) | 15.86$ ocapro (Опт — Акумулятор iPhone 13 PRO ORIG IOS 18/26 без помилки 3410 mAh) | 16.93$ ocapro (Роздріб — Акумулятор iPhone 13 PRO ORIG IOS 18/26 без помилки 3410 mAh) | 33.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-080,Apple IPhone 13 Pro,АКБ з калібруванням,5,13.17,ocapro,13.17$ ocapro (Опт — Акумулятор iPhone 13 PRO ORIG 3410 mAh) | 14.1$ ocapro (Роздріб — Акумулятор iPhone 13 PRO ORIG 3410 mAh) | 15.86$ ocapro (Опт — Акумулятор iPhone 13 PRO ORIG IOS 18/26 без помилки 3410 mAh) | 16.93$ ocapro (Роздріб — Акумулятор iPhone 13 PRO ORIG IOS 18/26 без помилки 3410 mAh) | 33.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.014.000-001,Apple IPhone 13 Pro,Вібро-мотор,0,,,
U.014.000-009,Apple iPhone 13,Вібро-мотор,0,,,
U.019.000-009,Apple IPhone 13 Pro,Шлейф з датчиком наближення,0,,,
U.020.000-007,Apple IPhone 13 Pro,Датчик освітелння,0,,,
U.021.000-002,Apple IPhone 13 Pro,Динамік верхній (Speaker),0,,,
U.022.000-002,Apple IPhone 13 Pro,Динамік нижній (Buzzer),0,,,
U.023.000-038,Apple IPhone 13 Pro,Дисплейний модуль,2,66.98,ocapro,66.98$ ocapro (Опт — Дисплей iPhone 13 Pro OLED Soft 120 Hz) | 71.76$ ocapro (Роздріб — Дисплей iPhone 13 Pro OLED Soft 120 Hz)
U.023.000-002,Apple IPhone 13 Pro,Дисплейний модуль,2,66.98,ocapro,66.98$ ocapro (Опт — Дисплей iPhone 13 Pro OLED Soft 120 Hz) | 71.76$ ocapro (Роздріб — Дисплей iPhone 13 Pro OLED Soft 120 Hz)
U.025.000-004,Apple IPhone 13 Pro,Камера основна без лідару,0,,,
U.026.000-019,Apple IPhone 13 Pro,Камера основна з лідаром,0,,,
U.035.000-008,Apple IPhone 13 Pro,Комплект скла основної камери,0,,,
U.049.000-025,Apple IPhone 13 Pro,Проклейка для ДМ,0,,,
U.049.000-028,Apple iPhone 13 Pro Max,Проклейка для ДМ,0,,,
U.049.000-033,,Проклейка для ДМ,0,,,
U.066.000-008,Apple IPhone 13 Pro,Чіп захисту ДМ,0,,,
U.074.000-008,Apple IPhone 13 Pro,"Шлейф зі спалахом, мікрофоном і бездротовою зарядкою",0,,,
U.075.000-003,Apple IPhone 13 Pro,Шлейф кнопок гучності і вмикання,0,,,
U.076.000-013,Apple IPhone 13 Pro,Шлейф модулю Bluetooth/NFC,0,,,
U.079.000-002,Apple IPhone 13 Pro,Шлейф нижній із зарядним портом і мікрофоном,0,,,
U.081.000-007,Apple IPhone 13 Pro,Кришка корпусу задня без обвісу,18,6.35,ocapro,6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO Blue BIG) | 6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO Green BIG) | 6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO White BIG) | 6.58$ ocapro (Опт — Задня кришка iPhone 13 PRO Gold BIG) | 6.58$ ocapro (Опт — Задня кришка iPhone 13 PRO Space gray BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Blue BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Green BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO White BIG) | 7.05$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Gold BIG) | 7.05$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Space gray BIG) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Black) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Blue) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Gold) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Black) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Blue) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Gold) | 10.11$ ocapro (Опт — Задня кришка iPhone 13 PRO white) | 10.83$ ocapro (Роздріб — Задня кришка iPhone 13 PRO white)
U.081.000-008,Apple IPhone 13 Pro,Кришка корпусу задня без обвісу,18,6.35,ocapro,6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO Blue BIG) | 6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO Green BIG) | 6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO White BIG) | 6.58$ ocapro (Опт — Задня кришка iPhone 13 PRO Gold BIG) | 6.58$ ocapro (Опт — Задня кришка iPhone 13 PRO Space gray BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Blue BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Green BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO White BIG) | 7.05$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Gold BIG) | 7.05$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Space gray BIG) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Black) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Blue) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Gold) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Black) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Blue) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Gold) | 10.11$ ocapro (Опт — Задня кришка iPhone 13 PRO white) | 10.83$ ocapro (Роздріб — Задня кришка iPhone 13 PRO white)
U.081.000-009,Apple IPhone 13 Pro,Кришка корпусу задня без обвісу,18,6.35,ocapro,6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO Blue BIG) | 6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO Green BIG) | 6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO White BIG) | 6.58$ ocapro (Опт — Задня кришка iPhone 13 PRO Gold BIG) | 6.58$ ocapro (Опт — Задня кришка iPhone 13 PRO Space gray BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Blue BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Green BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO White BIG) | 7.05$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Gold BIG) | 7.05$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Space gray BIG) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Black) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Blue) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Gold) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Black) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Blue) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Gold) | 10.11$ ocapro (Опт — Задня кришка iPhone 13 PRO white) | 10.83$ ocapro (Роздріб — Задня кришка iPhone 13 PRO white)
U.081.000-010,Apple IPhone 13 Pro,Кришка корпусу задня без обвісу,18,6.35,ocapro,6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO Blue BIG) | 6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO Green BIG) | 6.35$ ocapro (Опт — Задня кришка iPhone 13 PRO White BIG) | 6.58$ ocapro (Опт — Задня кришка iPhone 13 PRO Gold BIG) | 6.58$ ocapro (Опт — Задня кришка iPhone 13 PRO Space gray BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Blue BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Green BIG) | 6.8$ ocapro (Роздріб — Задня кришка iPhone 13 PRO White BIG) | 7.05$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Gold BIG) | 7.05$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Space gray BIG) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Black) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Blue) | 9.17$ ocapro (Опт — Задня кришка iPhone 13 PRO Gold) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Black) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Blue) | 9.82$ ocapro (Роздріб — Задня кришка iPhone 13 PRO Gold) | 10.11$ ocapro (Опт — Задня кришка iPhone 13 PRO white) | 10.83$ ocapro (Роздріб — Задня кришка iPhone 13 PRO white)
U.084.000-007,Apple IPhone 13 Pro,Корпус смартфону в зборі,0,,,
U.084.000-008,Apple IPhone 13 Pro,Корпус смартфону в зборі,0,,,
U.084.000-009,Apple IPhone 13 Pro,Корпус смартфону в зборі,0,,,
U.084.000-010,Apple IPhone 13 Pro,Корпус смартфону в зборі,0,,,
U.084.000-011,Apple IPhone 13 Pro,Корпус смартфону в зборі,0,,,
U.084.000-084,Apple IPhone 13 Pro,Корпус смартфону в зборі,0,,,
U.085.000-006,Apple IPhone 13 Pro,Камера фронтальна без FaceID,0,,,
U.016.000-044,Apple IPhone 13 Pro,Гвинти фіксуючі (дисплейні),0,,,
U.016.000-045,Apple IPhone 13 Pro,Гвинти фіксуючі (дисплейні),0,,,
U.016.000-046,Apple IPhone 13 Pro,Гвинти фіксуючі (дисплейні),0,,,
U.078.000-010,Apple IPhone 13 Pro,Шлейф модулю WiFi,0,,,
U.027.000-012,Apple IPhone 13 Pro,Камера фронтальна з FaceID,0,,,
U.009.000-067,Apple IPhone 13 Pro Max,АКБ з калібруванням,5,14.58,ocapro,14.58$ ocapro (Опт — Акумулятор iPhone 13 PRO MAX ORIG 4870 mAh) | 15.61$ ocapro (Роздріб — Акумулятор iPhone 13 PRO MAX ORIG 4870 mAh) | 17.88$ ocapro (Опт — Акумулятор iPhone 13 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 19.08$ ocapro (Роздріб — Акумулятор iPhone 13 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 36.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-002,Apple IPhone 13 Pro Max,АКБ з калібруванням,5,14.58,ocapro,14.58$ ocapro (Опт — Акумулятор iPhone 13 PRO MAX ORIG 4870 mAh) | 15.61$ ocapro (Роздріб — Акумулятор iPhone 13 PRO MAX ORIG 4870 mAh) | 17.88$ ocapro (Опт — Акумулятор iPhone 13 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 19.08$ ocapro (Роздріб — Акумулятор iPhone 13 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 36.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-011,Apple IPhone 13 Pro Max,АКБ з калібруванням,5,14.58,ocapro,14.58$ ocapro (Опт — Акумулятор iPhone 13 PRO MAX ORIG 4870 mAh) | 15.61$ ocapro (Роздріб — Акумулятор iPhone 13 PRO MAX ORIG 4870 mAh) | 17.88$ ocapro (Опт — Акумулятор iPhone 13 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 19.08$ ocapro (Роздріб — Акумулятор iPhone 13 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 36.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.014.000-002,Apple IPhone 13 Pro Max,Вібро-мотор,0,,,
U.021.000-003,Apple IPhone 13 Pro Max,Динамік верхній (Speaker),0,,,
U.022.000-003,Apple IPhone 13 Pro Max,Динамік нижній (Buzzer),0,,,
U.023.000-039,Apple IPhone 13 Pro Max,Дисплейний модуль,4,66.98,ocapro,66.98$ ocapro (Опт — Дисплей iPhone 13 Pro Max OLED Soft 120 Hz) | 71.76$ ocapro (Роздріб — Дисплей iPhone 13 Pro Max OLED Soft 120 Hz) | 77.55$ ocapro (Опт — Дисплей iPhone 13 Pro Max OLED Soft 120 Hz з діагностикою) | 83.09$ ocapro (Роздріб — Дисплей iPhone 13 Pro Max OLED Soft 120 Hz з діагностикою)
U.023.000-003,Apple IPhone 13 Pro Max,Дисплейний модуль,4,66.98,ocapro,66.98$ ocapro (Опт — Дисплей iPhone 13 Pro Max OLED Soft 120 Hz) | 71.76$ ocapro (Роздріб — Дисплей iPhone 13 Pro Max OLED Soft 120 Hz) | 77.55$ ocapro (Опт — Дисплей iPhone 13 Pro Max OLED Soft 120 Hz з діагностикою) | 83.09$ ocapro (Роздріб — Дисплей iPhone 13 Pro Max OLED Soft 120 Hz з діагностикою)
U.026.000-001,Apple IPhone 13 Pro Max,Камера основна з лідаром,0,,,
U.035.000-009,Apple IPhone 13 Pro Max,Комплект скла основної камери,2,2.4,ocapro,2.4$ ocapro (Опт — Скло камери iPhone 13 Pro/13 Pro Max ORIG комплект 3 шт.) | 2.55$ ocapro (Роздріб — Скло камери iPhone 13 Pro/13 Pro Max ORIG комплект 3 шт.)
U.042.000-002,Apple IPhone 13 Pro Max,Датчик лідар,0,,,
U.061.000.020,Apple IPhone 13 Pro Max,Скло дисплейного модулю,24,0.7,refparts,0.7$ refparts (Великий опт — Скло+ОСА iPhone 13 Pro Max під оригінал) | 0.7$ refparts (Середній опт — Скло+ОСА iPhone 13 Pro Max під оригінал) | 0.7$ refparts (Дрібний опт — Скло+ОСА iPhone 13 Pro Max під оригінал) | 2.0$ refparts (Великий опт — Скло+ОСА MUSTTBY iPhone 13 Pro Max) | 2.05$ refparts (Середній опт — Скло+ОСА MUSTTBY iPhone 13 Pro Max) | 2.1$ refparts (Дрібний опт — Скло+ОСА MUSTTBY iPhone 13 Pro Max) | 2.12$ ocapro (Опт — Скло дисплея iPhone 13 Pro Max+OCA ORIG 1:1) | 2.25$ refparts (Великий опт — Скло+ОСА G+OCA pro iPhone 13 Pro Max) | 2.27$ ocapro (Роздріб — Скло дисплея iPhone 13 Pro Max+OCA ORIG 1:1) | 2.3$ refparts (Середній опт — Скло+ОСА G+OCA pro iPhone 13 Pro Max) | 2.35$ refparts (Дрібний опт — Скло+ОСА G+OCA pro iPhone 13 Pro Max) | 2.47$ ocapro (Опт — Скло дисплея iPhone 13 Pro Max ORIG 1:1) | 2.65$ ocapro (Роздріб — Скло дисплея iPhone 13 Pro Max ORIG 1:1) | 2.85$ refparts (Великий опт — Скло+ОСА Feaglet iPhone 13 Pro Max) | 2.9$ refparts (Середній опт — Скло+ОСА Feaglet iPhone 13 Pro Max) | 2.94$ ocapro (Опт — Скло дисплея iPhone 13 Pro Max+Polar+OCA ORIG 1:1) | 2.95$ refparts (Дрібний опт — Скло+ОСА Feaglet iPhone 13 Pro Max) | 3.02$ ocapro (Опт — скло дисплея iPhone 13 PRO MAX + T-OCA 125u ORIG 1:1) | 3.15$ ocapro (Роздріб — Скло дисплея iPhone 13 Pro Max+Polar+OCA ORIG 1:1) | 3.23$ ocapro (Роздріб — скло дисплея iPhone 13 PRO MAX + T-OCA 125u ORIG 1:1) | 3.3$ ocapro (Опт — Скло дисплея iPhone 13 Pro Max + OCA ORIG 1:1 (Feaglet)) | 3.53$ ocapro (Роздріб — Скло дисплея iPhone 13 Pro Max + OCA ORIG 1:1 (Feaglet)) | 5.88$ ocapro (Опт — Скло дисплея iPhone 13 Pro Max+OCA ORIG 99%) | 6.29$ ocapro (Роздріб — Скло дисплея iPhone 13 Pro Max+OCA ORIG 99%)
